Constituency,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,%_of_Votes,Tot_Constituency_votes_polled,Tot_votes_by_parties,Winning_votes,Win_Lost_Flag
Bhangar,Priya Gogoi,Indian National Congress,988,9,997,0.44,228422,997,54773,False
Bhangar,Amit Gogoi,Independent,287,2,289,0.13,228422,289,54773,False
Kasba,Anita Menon,Indian National Congress,52615,531,53146,30.99,171480,53146,53146,True
Kasba,Anjali Sharma,All India Trinamool Congress,34019,343,34362,20.04,171480,34362,53146,False
Kasba,Kavita Gogoi,None of the Above,18066,182,18248,10.64,171480,18248,53146,False
Kasba,Rahul Patel,Bharatiya Janata Party,17726,179,17905,10.44,171480,17905,53146,False
Kasba,Manoj Gogoi,Independent,4320,43,4363,2.54,171480,4363,53146,False
Kasba,Anita Nair,Communist Party of India (Marxist),1006,10,1016,0.59,171480,1016,53146,False
Jadavpur,Rahul Gogoi,All India Trinamool Congress,84915,857,85772,45.89,186902,85772,85772,True
Jadavpur,Anita Sen,Bharatiya Janata Party,42856,432,43288,23.16,186902,43288,85772,False
Jadavpur,Rahul Nair,Communist Party of India (Marxist),19843,200,20043,10.72,186902,20043,85772,False
Jadavpur,Ramesh Sen,Indian National Congress,5684,57,5741,3.07,186902,5741,85772,False
Jadavpur,Manoj Bora,Independent,1346,13,1359,0.73,186902,1359,85772,False
Jadavpur,Anjali Sen,None of the Above,378,3,381,0.2,186902,381,85772,False
Sonarpur Uttar,Sanjay Menon,Bharatiya Janata Party,65094,657,65751,41.31,159147,65751,65751,True
Sonarpur Uttar,Amit Sen,Indian National Congress,24496,247,24743,15.55,159147,24743,65751,False
Sonarpur Uttar,Priya Reddy,All India Trinamool Congress,21241,214,21455,13.48,159147,21455,65751,False
Sonarpur Uttar,Sanjay Gogoi,None of the Above,16153,163,16316,10.25,159147,16316,65751,False
Sonarpur Uttar,Sanjay Sharma,Communist Party of India (Marxist),11909,120,12029,7.56,159147,12029,65751,False
Sonarpur Uttar,Sanjay Patel,Independent,2132,21,2153,1.35,159147,2153,65751,False
Tollyganj,Amit Patel,Communist Party of India (Marxist),55799,563,56362,23.75,237265,56362,56362,True
Tollyganj,Sunil Gogoi,Bharatiya Janata Party,43416,438,43854,18.48,237265,43854,56362,False
Tollyganj,Kavita Patel,All India Trinamool Congress,32218,325,32543,13.72,237265,32543,56362,False
Tollyganj,Sunil Singh,None of the Above,22562,227,22789,9.6,237265,22789,56362,False
Tollyganj,Suresh Nair,Indian National Congress,22367,225,22592,9.52,237265,22592,56362,False
Tollyganj,Ramesh Bora,Independent,3855,38,3893,1.64,237265,3893,56362,False
Behala Purba,Manoj Sen,All India Trinamool Congress,76206,769,76975,41.87,183823,76975,76975,True
Behala Purba,Ramesh Patel,Bharatiya Janata Party,49492,499,49991,27.2,183823,49991,76975,False
Behala Purba,Priya Kumar,Communist Party of India (Marxist),13474,136,13610,7.4,183823,13610,76975,False
Behala Purba,Amit Das,Indian National Congress,3865,39,3904,2.12,183823,3904,76975,False
Behala Purba,Amit Sharma,Independent,2053,20,2073,1.13,183823,2073,76975,False
Behala Purba,Sunil Reddy,None of the Above,1882,19,1901,1.03,183823,1901,76975,False
Behala Paschim,Sunil Menon,Indian National Congress,36707,370,37077,19.91,186252,37077,37077,True
Behala Paschim,Suresh Sen,Bharatiya Janata Party,18166,183,18349,9.85,186252,18349,37077,False
Behala Paschim,Anjali Menon,All India Trinamool Congress,13089,132,13221,7.1,186252,13221,37077,False
Behala Paschim,Amit Sen,Communist Party of India (Marxist),6234,62,6296,3.38,186252,6296,37077,False
Behala Paschim,Amit Reddy,Independent,4750,47,4797,2.58,186252,4797,37077,False
Behala Paschim,Anita Sen,None of the Above,1636,16,1652,0.89,186252,1652,37077,False
Maheshtala,Anita Roy,All India Trinamool Congress,67332,680,68012,41.46,164050,68012,68012,True
Maheshtala,Priya Sen,Bharatiya Janata Party,44326,447,44773,27.29,164050,44773,68012,False
Maheshtala,Sunil Sharma,Indian National Congress,23951,241,24192,14.75,164050,24192,68012,False
Maheshtala,Kavita Sen,Communist Party of India (Marxist),12869,129,12998,7.92,164050,12998,68012,False
Maheshtala,Anita Sharma,None of the Above,3150,31,3181,1.94,164050,3181,68012,False
Maheshtala,Ramesh Kumar,Independent,1923,19,1942,1.18,164050,1942,68012,False
Budge Budge,Kavita Nair,Bharatiya Janata Party,71893,726,72619,36.23,200431,72619,72619,True
Budge Budge,Kavita Sen,All India Trinamool Congress,53728,542,54270,27.08,200431,54270,72619,False
Budge Budge,Rahul Gogoi,Indian National Congress,27751,280,28031,13.99,200431,28031,72619,False
Budge Budge,Amit Nair,None of the Above,2979,30,3009,1.5,200431,3009,72619,False
Budge Budge,Kavita Patel,Communist Party of India (Marxist),2561,25,2586,1.29,200431,2586,72619,False
Budge Budge,Amit Reddy,Independent,564,5,569,0.28,200431,569,72619,False
Metiaburuz,Kavita Das,Bharatiya Janata Party,63439,640,64079,31.34,204476,64079,64079,True
Metiaburuz,Kavita Singh,All India Trinamool Congress,48486,489,48975,23.95,204476,48975,64079,False
Metiaburuz,Amit Singh,Indian National Congress,40803,412,41215,20.16,204476,41215,64079,False
Metiaburuz,Suresh Gogoi,Communist Party of India (Marxist),12693,128,12821,6.27,204476,12821,64079,False
Metiaburuz,Anita Menon,Independent,3748,37,3785,1.85,204476,3785,64079,False
Metiaburuz,Sunil Das,None of the Above,893,9,902,0.44,204476,902,64079,False
Kolkata Port,Amit Roy,All India Trinamool Congress,53736,542,54278,23.69,229113,54278,54278,True
Kolkata Port,Priya Roy,Communist Party of India (Marxist),36925,372,37297,16.28,229113,37297,54278,False
Kolkata Port,Suresh Patel,None of the Above,21012,212,21224,9.26,229113,21224,54278,False
Kolkata Port,Sunil Bora,Bharatiya Janata Party,11015,111,11126,4.86,229113,11126,54278,False
Kolkata Port,Sunil Singh,Independent,3641,36,3677,1.6,229113,3677,54278,False
Kolkata Port,Deepa Menon,Indian National Congress,890,8,898,0.39,229113,898,54278,False
Bhabanipur,Ramesh Roy,All India Trinamool Congress,63903,645,64548,36.78,175480,64548,64548,True
Bhabanipur,Manoj Das,Bharatiya Janata Party,37706,380,38086,21.7,175480,38086,64548,False
Bhabanipur,Kavita Patel,Indian National Congress,30862,311,31173,17.76,175480,31173,64548,False
Bhabanipur,Manoj Roy,Communist Party of India (Marxist),17375,175,17550,10.0,175480,17550,64548,False
Bhabanipur,Manoj Das,Independent,1950,19,1969,1.12,175480,1969,64548,False
Bhabanipur,Amit Singh,None of the Above,310,3,313,0.18,175480,313,64548,False
Rashbehari,Rahul Reddy,All India Trinamool Congress,70186,708,70894,45.76,154915,70894,70894,True
Rashbehari,Amit Roy,Indian National Congress,35957,363,36320,23.45,154915,36320,70894,False
Rashbehari,Deepa Gogoi,Communist Party of India (Marxist),18065,182,18247,11.78,154915,18247,70894,False
Rashbehari,Amit Gogoi,None of the Above,3505,35,3540,2.29,154915,3540,70894,False
Rashbehari,Priya Reddy,Bharatiya Janata Party,3219,32,3251,2.1,154915,3251,70894,False
Rashbehari,Suresh Das,Independent,209,2,211,0.14,154915,211,70894,False
Ballygunge,Sunil Reddy,All India Trinamool Congress,52163,526,52689,34.92,150865,52689,52689,True
Ballygunge,Ramesh Roy,Bharatiya Janata Party,24873,251,25124,16.65,150865,25124,52689,False
Ballygunge,Sunil Bora,Indian National Congress,23049,232,23281,15.43,150865,23281,52689,False
Ballygunge,Ramesh Bora,Communist Party of India (Marxist),16479,166,16645,11.03,150865,16645,52689,False
Ballygunge,Priya Gogoi,None of the Above,15898,160,16058,10.64,150865,16058,52689,False
Ballygunge,Kavita Menon,Independent,424,4,428,0.28,150865,428,52689,False
Chowranghee,Priya Kumar,Bharatiya Janata Party,58845,594,59439,38.89,152845,59439,59439,True
Chowranghee,Anjali Sharma,Indian National Congress,30514,308,30822,20.17,152845,30822,59439,False
Chowranghee,Priya Kumar,Communist Party of India (Marxist),23592,238,23830,15.59,152845,23830,59439,False
Chowranghee,Suresh Singh,None of the Above,4557,46,4603,3.01,152845,4603,59439,False
Chowranghee,Priya Sharma,All India Trinamool Congress,1933,19,1952,1.28,152845,1952,59439,False
Chowranghee,Manoj Nair,Independent,1916,19,1935,1.27,152845,1935,59439,False
Entally,Sanjay Gogoi,Bharatiya Janata Party,57696,582,58278,31.8,183243,58278,58278,True
Entally,Deepa Patel,Indian National Congress,41939,423,42362,23.12,183243,42362,58278,False
Entally,Manoj Roy,All India Trinamool Congress,31530,318,31848,17.38,183243,31848,58278,False
Entally,Suresh Gogoi,None of the Above,8971,90,9061,4.94,183243,9061,58278,False
Entally,Anjali Nair,Communist Party of India (Marxist),3814,38,3852,2.1,183243,3852,58278,False
Entally,Kavita Roy,Independent,448,4,452,0.25,183243,452,58278,False
Beleghata,Manoj Das,All India Trinamool Congress,84617,854,85471,38.33,222967,85471,85471,True
Beleghata,Anjali Menon,None of the Above,16217,163,16380,7.35,222967,16380,85471,False
Beleghata,Anjali Patel,Indian National Congress,15598,157,15755,7.07,222967,15755,85471,False
Beleghata,Rahul Sharma,Communist Party of India (Marxist),12226,123,12349,5.54,222967,12349,85471,False
Beleghata,Sunil Roy,Bharatiya Janata Party,6942,70,7012,3.14,222967,7012,85471,False
Beleghata,Amit Singh,Independent,2412,24,2436,1.09,222967,2436,85471,False
Jorasanko,Anjali Patel,Indian National Congress,63039,636,63675,41.01,155272,63675,63675,True
Jorasanko,Kavita Menon,Bharatiya Janata Party,14963,151,15114,9.73,155272,15114,63675,False
Jorasanko,Rahul Gogoi,All India Trinamool Congress,10958,110,11068,7.13,155272,11068,63675,False
Jorasanko,Sunil Patel,Communist Party of India (Marxist),8662,87,8749,5.63,155272,8749,63675,False
Jorasanko,Ramesh Das,Independent,3822,38,3860,2.49,155272,3860,63675,False
Jorasanko,Sunil Sharma,None of the Above,2599,26,2625,1.69,155272,2625,63675,False
Shyampukur,Sunil Reddy,All India Trinamool Congress,68691,693,69384,31.5,220245,69384,69384,True
Shyampukur,Suresh Sharma,Indian National Congress,42446,428,42874,19.47,220245,42874,69384,False
Shyampukur,Priya Menon,None of the Above,32750,330,33080,15.02,220245,33080,69384,False
Shyampukur,Kavita Singh,Communist Party of India (Marxist),13990,141,14131,6.42,220245,14131,69384,False
Shyampukur,Anjali Patel,Bharatiya Janata Party,12286,124,12410,5.63,220245,12410,69384,False
Shyampukur,Amit Kumar,Independent,1457,14,1471,0.67,220245,1471,69384,False
Maniktola,Anita Nair,All India Trinamool Congress,71695,724,72419,29.17,248307,72419,72419,True
Maniktola,Kavita Bora,Indian National Congress,66259,669,66928,26.95,248307,66928,72419,False
Maniktola,Priya Sharma,None of the Above,27703,279,27982,11.27,248307,27982,72419,False
Maniktola,Priya Singh,Bharatiya Janata Party,26488,267,26755,10.77,248307,26755,72419,False
Maniktola,Sunil Das,Communist Party of India (Marxist),15357,155,15512,6.25,248307,15512,72419,False
Maniktola,Deepa Nair,Independent,201,2,203,0.08,248307,203,72419,False
Kashipur Belgachhia,Priya Roy,Bharatiya Janata Party,41078,414,41492,27.51,150809,41492,41492,True
Kashipur Belgachhia,Kavita Bora,Indian National Congress,20938,211,21149,14.02,150809,21149,41492,False
Kashipur Belgachhia,Sunil Das,All India Trinamool Congress,20141,203,20344,13.49,150809,20344,41492,False
Kashipur Belgachhia,Amit Bora,Independent,2130,21,2151,1.43,150809,2151,41492,False
Kashipur Belgachhia,Kavita Patel,Communist Party of India (Marxist),1812,18,1830,1.21,150809,1830,41492,False
Kashipur Belgachhia,Kavita Patel,None of the Above,1747,17,1764,1.17,150809,1764,41492,False
Bally,Anita Reddy,Bharatiya Janata Party,83203,840,84043,34.19,245829,84043,84043,True
Bally,Kavita Singh,Communist Party of India (Marxist),41728,421,42149,17.15,245829,42149,84043,False
Bally,Suresh Nair,None of the Above,37837,382,38219,15.55,245829,38219,84043,False
Bally,Rahul Menon,Indian National Congress,10515,106,10621,4.32,245829,10621,84043,False
Bally,Anita Kumar,All India Trinamool Congress,9358,94,9452,3.84,245829,9452,84043,False
Bally,Sanjay Patel,Independent,3581,36,3617,1.47,245829,3617,84043,False
Howrah Uttar,Priya Roy,Bharatiya Janata Party,57247,578,57825,37.67,153485,57825,57825,True
Howrah Uttar,Amit Menon,Indian National Congress,27628,279,27907,18.18,153485,27907,57825,False
Howrah Uttar,Priya Singh,Communist Party of India (Marxist),25883,261,26144,17.03,153485,26144,57825,False
Howrah Uttar,Rahul Sharma,None of the Above,12827,129,12956,8.44,153485,12956,57825,False
Howrah Uttar,Manoj Gogoi,All India Trinamool Congress,10439,105,10544,6.87,153485,10544,57825,False
Howrah Uttar,Manoj Roy,Independent,4566,46,4612,3.0,153485,4612,57825,False
Howrah Madhya,Sanjay Reddy,All India Trinamool Congress,52902,534,53436,24.49,218187,53436,53436,True
Howrah Madhya,Kavita Bora,Bharatiya Janata Party,38807,391,39198,17.97,218187,39198,53436,False
Howrah Madhya,Suresh Das,Indian National Congress,35467,358,35825,16.42,218187,35825,53436,False
Howrah Madhya,Suresh Sharma,None of the Above,27499,277,27776,12.73,218187,27776,53436,False
Howrah Madhya,Amit Reddy,Independent,2921,29,2950,1.35,218187,2950,53436,False
Howrah Madhya,Anita Patel,Communist Party of India (Marxist),2455,24,2479,1.14,218187,2479,53436,False
Shibpur,Sunil Roy,All India Trinamool Congress,95514,964,96478,42.57,226610,96478,96478,True
Shibpur,Anita Nair,Bharatiya Janata Party,29341,296,29637,13.08,226610,29637,96478,False
Shibpur,Ramesh Patel,Indian National Congress,24506,247,24753,10.92,226610,24753,96478,False
Shibpur,Manoj Sharma,Independent,2917,29,2946,1.3,226610,2946,96478,False
Shibpur,Anita Reddy,None of the Above,1731,17,1748,0.77,226610,1748,96478,False
Shibpur,Anjali Patel,Communist Party of India (Marxist),1042,10,1052,0.46,226610,1052,96478,False
Howrah Dakshin,Amit Patel,Bharatiya Janata Party,50814,513,51327,22.35,229692,51327,51327,True
Howrah Dakshin,Amit Sen,All India Trinamool Congress,42242,426,42668,18.58,229692,42668,51327,False
Howrah Dakshin,Ramesh Reddy,Indian National Congress,42212,426,42638,18.56,229692,42638,51327,False
Howrah Dakshin,Rahul Nair,None of the Above,26197,264,26461,11.52,229692,26461,51327,False
Howrah Dakshin,Suresh Reddy,Communist Party of India (Marxist),6617,66,6683,2.91,229692,6683,51327,False
Howrah Dakshin,Ramesh Sharma,Independent,4206,42,4248,1.85,229692,4248,51327,False
Sankrail,Anjali Sen,All India Trinamool Congress,93589,945,94534,47.11,200654,94534,94534,True
Sankrail,Rahul Roy,Communist Party of India (Marxist),36434,368,36802,18.34,200654,36802,94534,False
Sankrail,Suresh Roy,Bharatiya Janata Party,15969,161,16130,8.04,200654,16130,94534,False
Sankrail,Sanjay Bora,None of the Above,15566,157,15723,7.84,200654,15723,94534,False
Sankrail,Suresh Roy,Indian National Congress,4459,45,4504,2.24,200654,4504,94534,False
Sankrail,Anjali Gogoi,Independent,1683,17,1700,0.85,200654,1700,94534,False
Panchla,Suresh Nair,All India Trinamool Congress,57939,585,58524,30.5,191861,58524,58524,True
Panchla,Deepa Reddy,Bharatiya Janata Party,57483,580,58063,30.26,191861,58063,58524,False
Panchla,Priya Roy,None of the Above,15849,160,16009,8.34,191861,16009,58524,False
Panchla,Deepa Bora,Indian National Congress,13681,138,13819,7.2,191861,13819,58524,False
Panchla,Deepa Bora,Independent,2999,30,3029,1.58,191861,3029,58524,False
Panchla,Amit Patel,Communist Party of India (Marxist),704,7,711,0.37,191861,711,58524,False
Uluberia Purba,Anjali Sen,Bharatiya Janata Party,86418,872,87290,41.0,212927,87290,87290,True
Uluberia Purba,Deepa Menon,Communist Party of India (Marxist),32892,332,33224,15.6,212927,33224,87290,False
Uluberia Purba,Amit Roy,Indian National Congress,22656,228,22884,10.75,212927,22884,87290,False
Uluberia Purba,Anita Reddy,All India Trinamool Congress,16827,169,16996,7.98,212927,16996,87290,False
Uluberia Purba,Amit Roy,None of the Above,16613,167,16780,7.88,212927,16780,87290,False
Uluberia Purba,Rahul Reddy,Independent,4129,41,4170,1.96,212927,4170,87290,False
Uluberia Uttar,Amit Bora,Bharatiya Janata Party,53727,542,54269,27.53,197097,54269,54269,True
Uluberia Uttar,Anita Reddy,Indian National Congress,39647,400,40047,20.32,197097,40047,54269,False
Uluberia Uttar,Sunil Reddy,Communist Party of India (Marxist),25690,259,25949,13.17,197097,25949,54269,False
Uluberia Uttar,Manoj Das,None of the Above,20072,202,20274,10.29,197097,20274,54269,False
Uluberia Uttar,Suresh Bora,All India Trinamool Congress,10637,107,10744,5.45,197097,10744,54269,False
Uluberia Uttar,Sunil Kumar,Independent,3338,33,3371,1.71,197097,3371,54269,False
Uluberia Dakshin,Suresh Reddy,All India Trinamool Congress,110752,1118,111870,47.24,236805,111870,111870,True
Uluberia Dakshin,Anjali Sen,Communist Party of India (Marxist),49766,502,50268,21.23,236805,50268,111870,False
Uluberia Dakshin,Deepa Roy,None of the Above,25407,256,25663,10.84,236805,25663,111870,False
Uluberia Dakshin,Deepa Sharma,Bharatiya Janata Party,11276,113,11389,4.81,236805,11389,111870,False
Uluberia Dakshin,Priya Singh,Independent,2850,28,2878,1.22,236805,2878,111870,False
Uluberia Dakshin,Deepa Patel,Indian National Congress,643,6,649,0.27,236805,649,111870,False
Shyampur,Manoj Menon,All India Trinamool Congress,84456,853,85309,35.67,239169,85309,85309,True
Shyampur,Priya Singh,Bharatiya Janata Party,37455,378,37833,15.82,239169,37833,85309,False
Shyampur,Ramesh Nair,Indian National Congress,36357,367,36724,15.35,239169,36724,85309,False
Shyampur,Manoj Sen,Communist Party of India (Marxist),32179,325,32504,13.59,239169,32504,85309,False
Shyampur,Anjali Kumar,None of the Above,20798,210,21008,8.78,239169,21008,85309,False
Shyampur,Sanjay Roy,Independent,2171,21,2192,0.92,239169,2192,85309,False
Bagnan,Sunil Kumar,Bharatiya Janata Party,54583,551,55134,31.99,172330,55134,55134,True
Bagnan,Suresh Gogoi,All India Trinamool Congress,32942,332,33274,19.31,172330,33274,55134,False
Bagnan,Rahul Singh,Indian National Congress,18208,183,18391,10.67,172330,18391,55134,False
Bagnan,Rahul Reddy,Communist Party of India (Marxist),5640,56,5696,3.31,172330,5696,55134,False
Bagnan,Anjali Menon,None of the Above,4366,44,4410,2.56,172330,4410,55134,False
Bagnan,Amit Bora,Independent,4142,41,4183,2.43,172330,4183,55134,False
Amta,Priya Nair,Bharatiya Janata Party,58253,588,58841,26.54,221690,58841,58841,True
Amta,Anita Menon,All India Trinamool Congress,51094,516,51610,23.28,221690,51610,58841,False
Amta,Rahul Patel,Indian National Congress,31453,317,31770,14.33,221690,31770,58841,False
Amta,Ramesh Sharma,Communist Party of India (Marxist),31066,313,31379,14.15,221690,31379,58841,False
Amta,Amit Reddy,None of the Above,13123,132,13255,5.98,221690,13255,58841,False
Amta,Ramesh Kumar,Independent,2134,21,2155,0.97,221690,2155,58841,False
Udaynarayanpur,Ramesh Nair,None of the Above,47204,476,47680,21.33,223497,47680,47680,True
Udaynarayanpur,Deepa Roy,Bharatiya Janata Party,35576,359,35935,16.08,223497,35935,47680,False
Udaynarayanpur,Sanjay Das,All India Trinamool Congress,33730,340,34070,15.24,223497,34070,47680,False
Udaynarayanpur,Sunil Roy,Communist Party of India (Marxist),28840,291,29131,13.03,223497,29131,47680,False
Udaynarayanpur,Sunil Das,Independent,3964,40,4004,1.79,223497,4004,47680,False
Udaynarayanpur,Kavita Sen,Indian National Congress,3945,39,3984,1.78,223497,3984,47680,False
Jagatballavpur,Deepa Das,Indian National Congress,32725,330,33055,19.45,169934,33055,33055,True
Jagatballavpur,Ramesh Reddy,None of the Above,30727,310,31037,18.26,169934,31037,33055,False
Jagatballavpur,Priya Nair,Bharatiya Janata Party,25700,259,25959,15.28,169934,25959,33055,False
Jagatballavpur,Sunil Patel,All India Trinamool Congress,24024,242,24266,14.28,169934,24266,33055,False
Jagatballavpur,Suresh Reddy,Communist Party of India (Marxist),18483,186,18669,10.99,169934,18669,33055,False
Jagatballavpur,Rahul Nair,Independent,2722,27,2749,1.62,169934,2749,33055,False
Domjur,Kavita Sen,Bharatiya Janata Party,41776,421,42197,23.83,177112,42197,42197,True
Domjur,Sunil Singh,Communist Party of India (Marxist),36363,367,36730,20.74,177112,36730,42197,False
Domjur,Anita Nair,Indian National Congress,22818,230,23048,13.01,177112,23048,42197,False
Domjur,Manoj Sen,None of the Above,15015,151,15166,8.56,177112,15166,42197,False
Domjur,Anjali Singh,All India Trinamool Congress,4851,49,4900,2.77,177112,4900,42197,False
Domjur,Rahul Reddy,Independent,1507,15,1522,0.86,177112,1522,42197,False
Uttarpara,Amit Gogoi,Bharatiya Janata Party,36911,372,37283,20.74,179798,37283,37283,True
Uttarpara,Priya Sharma,Communist Party of India (Marxist),33389,337,33726,18.76,179798,33726,37283,False
Uttarpara,Kavita Kumar,Indian National Congress,31897,322,32219,17.92,179798,32219,37283,False
Uttarpara,Anita Patel,All India Trinamool Congress,23706,239,23945,13.32,179798,23945,37283,False
Uttarpara,Anita Das,None of the Above,13802,139,13941,7.75,179798,13941,37283,False
Uttarpara,Rahul Das,Independent,4851,48,4899,2.72,179798,4899,37283,False
Sreerampur,Amit Gogoi,All India Trinamool Congress,67107,677,67784,37.98,178466,67784,67784,True
Sreerampur,Ramesh Patel,Communist Party of India (Marxist),31013,313,31326,17.55,178466,31326,67784,False
Sreerampur,Rahul Kumar,Indian National Congress,22099,223,22322,12.51,178466,22322,67784,False
Sreerampur,Deepa Sharma,Bharatiya Janata Party,15211,153,15364,8.61,178466,15364,67784,False
Sreerampur,Deepa Bora,None of the Above,10991,111,11102,6.22,178466,11102,67784,False
Sreerampur,Amit Gogoi,Independent,2492,25,2517,1.41,178466,2517,67784,False
Champdani,Rahul Kumar,All India Trinamool Congress,43853,442,44295,23.89,185436,44295,44295,True
Champdani,Manoj Menon,Bharatiya Janata Party,41012,414,41426,22.34,185436,41426,44295,False
Champdani,Priya Kumar,Communist Party of India (Marxist),31870,321,32191,17.36,185436,32191,44295,False
Champdani,Sanjay Bora,Indian National Congress,23243,234,23477,12.66,185436,23477,44295,False
Champdani,Anjali Gogoi,None of the Above,4629,46,4675,2.52,185436,4675,44295,False
Champdani,Ramesh Patel,Independent,542,5,547,0.29,185436,547,44295,False
Singur,Priya Gogoi,Bharatiya Janata Party,90134,910,91044,40.08,227172,91044,91044,True
Singur,Anjali Reddy,Communist Party of India (Marxist),27469,277,27746,12.21,227172,27746,91044,False
Singur,Suresh Menon,Indian National Congress,16027,161,16188,7.13,227172,16188,91044,False
Singur,Suresh Sharma,All India Trinamool Congress,10784,108,10892,4.79,227172,10892,91044,False
Singur,Anjali Gogoi,None of the Above,6474,65,6539,2.88,227172,6539,91044,False
Singur,Sunil Menon,Independent,1863,18,1881,0.83,227172,1881,91044,False
Chandannagar,Amit Singh,Bharatiya Janata Party,87963,888,88851,46.22,192218,88851,88851,True
Chandannagar,Suresh Sen,Communist Party of India (Marxist),32065,323,32388,16.85,192218,32388,88851,False
Chandannagar,Amit Roy,Indian National Congress,14618,147,14765,7.68,192218,14765,88851,False
Chandannagar,Suresh Bora,All India Trinamool Congress,14296,144,14440,7.51,192218,14440,88851,False
Chandannagar,Suresh Bora,None of the Above,5448,55,5503,2.86,192218,5503,88851,False
Chandannagar,Anjali Gogoi,Independent,2525,25,2550,1.33,192218,2550,88851,False
Chunchura,Priya Bora,All India Trinamool Congress,78975,797,79772,48.12,165770,79772,79772,True
Chunchura,Ramesh Patel,Communist Party of India (Marxist),20528,207,20735,12.51,165770,20735,79772,False
Chunchura,Sanjay Gogoi,Indian National Congress,20300,205,20505,12.37,165770,20505,79772,False
Chunchura,Sunil Bora,Bharatiya Janata Party,19454,196,19650,11.85,165770,19650,79772,False
Chunchura,Anjali Bora,None of the Above,7359,74,7433,4.48,165770,7433,79772,False
Chunchura,Kavita Bora,Independent,1539,15,1554,0.94,165770,1554,79772,False
Balagarh,Ramesh Das,All India Trinamool Congress,72429,731,73160,41.18,177661,73160,73160,True
Balagarh,Ramesh Patel,Indian National Congress,30880,311,31191,17.56,177661,31191,73160,False
Balagarh,Anita Bora,Communist Party of India (Marxist),11007,111,11118,6.26,177661,11118,73160,False
Balagarh,Priya Das,Bharatiya Janata Party,8628,87,8715,4.91,177661,8715,73160,False
Balagarh,Sanjay Das,Independent,3066,30,3096,1.74,177661,3096,73160,False
Balagarh,Sunil Kumar,None of the Above,2675,27,2702,1.52,177661,2702,73160,False
Pandua,Rahul Gogoi,All India Trinamool Congress,102178,1032,103210,49.61,208049,103210,103210,True
Pandua,Ramesh Gogoi,Bharatiya Janata Party,43877,443,44320,21.3,208049,44320,103210,False
Pandua,Manoj Gogoi,Indian National Congress,22142,223,22365,10.75,208049,22365,103210,False
Pandua,Anjali Sen,None of the Above,12025,121,12146,5.84,208049,12146,103210,False
Pandua,Sunil Das,Independent,3993,40,4033,1.94,208049,4033,103210,False
Pandua,Suresh Gogoi,Communist Party of India (Marxist),3735,37,3772,1.81,208049,3772,103210,False
Saptagram,Amit Nair,Bharatiya Janata Party,52874,534,53408,24.52,217832,53408,53408,True
Saptagram,Kavita Menon,All India Trinamool Congress,48057,485,48542,22.28,217832,48542,53408,False
Saptagram,Ramesh Menon,None of the Above,30814,311,31125,14.29,217832,31125,53408,False
Saptagram,Kavita Reddy,Communist Party of India (Marxist),29153,294,29447,13.52,217832,29447,53408,False
Saptagram,Priya Bora,Indian National Congress,12625,127,12752,5.85,217832,12752,53408,False
Saptagram,Anita Bora,Independent,952,9,961,0.44,217832,961,53408,False
Chanditala,Sunil Singh,Bharatiya Janata Party,59721,603,60324,29.27,206080,60324,60324,True
Chanditala,Ramesh Patel,All India Trinamool Congress,55901,564,56465,27.4,206080,56465,60324,False
Chanditala,Anjali Reddy,Indian National Congress,17305,174,17479,8.48,206080,17479,60324,False
Chanditala,Suresh Das,Communist Party of India (Marxist),6235,62,6297,3.06,206080,6297,60324,False
Chanditala,Ramesh Bora,None of the Above,3731,37,3768,1.83,206080,3768,60324,False
Chanditala,Manoj Das,Independent,1043,10,1053,0.51,206080,1053,60324,False
Jangipara,Manoj Singh,None of the Above,31887,322,32209,14.12,228173,32209,32209,True
Jangipara,Deepa Singh,Bharatiya Janata Party,26081,263,26344,11.55,228173,26344,32209,False
Jangipara,Ramesh Sen,Indian National Congress,24832,250,25082,10.99,228173,25082,32209,False
Jangipara,Anita Roy,All India Trinamool Congress,15526,156,15682,6.87,228173,15682,32209,False
Jangipara,Amit Sen,Communist Party of India (Marxist),14794,149,14943,6.55,228173,14943,32209,False
Jangipara,Anjali Singh,Independent,3219,32,3251,1.42,228173,3251,32209,False
Haripal,Deepa Patel,Bharatiya Janata Party,77915,787,78702,31.72,248099,78702,78702,True
Haripal,Deepa Patel,All India Trinamool Congress,42702,431,43133,17.39,248099,43133,78702,False
Haripal,Ramesh Patel,Communist Party of India (Marxist),38979,393,39372,15.87,248099,39372,78702,False
Haripal,Anita Das,None of the Above,20328,205,20533,8.28,248099,20533,78702,False
Haripal,Kavita Das,Indian National Congress,10212,103,10315,4.16,248099,10315,78702,False
Haripal,Manoj Singh,Independent,3059,30,3089,1.25,248099,3089,78702,False
Dhanekhali,Anita Kumar,Bharatiya Janata Party,75354,761,76115,33.7,225853,76115,76115,True
Dhanekhali,Anita Singh,All India Trinamool Congress,42021,424,42445,18.79,225853,42445,76115,False
Dhanekhali,Anita Sharma,Indian National Congress,38574,389,38963,17.25,225853,38963,76115,False
Dhanekhali,Anjali Roy,None of the Above,17065,172,17237,7.63,225853,17237,76115,False
Dhanekhali,Rahul Bora,Communist Party of India (Marxist),8585,86,8671,3.84,225853,8671,76115,False
